latitude,longitude,altitude,geometry,RMC,site,drive,sol,easting,northing,elev_geoid,lon,lat,roll,pitch,yaw,yaw_rad,tilt,dist_m,dist_total_m,dist_km,dist_mi,drive_type
-4.682396,137.357345,-4426.35,Point,55_940,55,940,1384,8141815.073,-277547.59,-4426.35,137.3573449,-4.68239572,3.64,4.31,-156.91,-2.73864,5.64,64.56,13354.55,13.15,8.17,final
-4.6835,137.357494,-4421.8,Point,55_1312,55,1312,1385,8141823.892,-277613.049,-4421.8,137.3574937,-4.68350005,6.39,1.19,164.43,2.86979,6.5,68.44,13423,13.22,8.21,final
-4.683521,137.357499,-4421.69,Point,55_1336,55,1336,1386,8141824.176,-277614.266,-4421.69,137.3574985,-4.68352058,6.69,1.66,167.09,2.91629,6.89,1.24,13424.24,13.22,8.22,final
-4.683733,137.357477,-4420.63,Point,55_1420,55,1420,1387,8141822.926,-277626.832,-4420.63,137.3574774,-4.68373258,11.02,4.3,-173.63,-3.03037,11.82,12.31,13436.54,13.23,8.22,final
-4.684237,137.356675,-4419.35,Point,55_1864,55,1864,1398,8141775.341,-277656.75,-4419.35,137.3566746,-4.68423732,4.42,8.86,-153.24,-2.67455,9.89,65.77,13502.31,13.3,8.26,final
-4.684578,137.356275,-4420.59,Point,55_2098,55,2098,1399,8141751.668,-277676.957,-4420.59,137.3562752,-4.68457822,7.24,-3,-119.82,-2.09125,7.83,31.92,13534.23,13.33,8.28,final
-4.68472,137.356182,-4420.31,Point,55_2222,55,2222,1400,8141746.112,-277685.371,-4420.31,137.3561815,-4.68472017,1.3,3.62,-141.69,-2.47301,3.84,13.54,13547.76,13.34,8.29,final
-4.685133,137.356131,-4417.31,Point,55_2444,55,2444,1401,8141743.106,-277709.861,-4417.31,137.3561308,-4.68513333,1.94,-9.29,-24.74,-0.4318,9.49,26.46,13574.22,13.37,8.31,final
-4.68518,137.355671,-4417.9,Point,56_0,56,0,1405,8141715.871,-277712.639,-4417.9,137.3556713,-4.6851802,-0.95,4.86,-42.01,-0.73317,4.95,29.66,13603.88,13.4,8.33,final
-4.685962,137.35507,-4415.7,Point,56_462,56,462,1410,8141680.237,-277758.985,-4415.7,137.3550702,-4.68596208,-0.71,5.63,-170.36,-2.9734,5.68,67.92,13671.79,13.47,8.37,final
-4.686642,137.35473,-4412.15,Point,56_774,56,774,1412,8141660.055,-277799.312,-4412.15,137.3547297,-4.68664242,-2.41,12.88,-161.59,-2.8203,13.1,45.3,13717.09,13.51,8.4,final
-4.687163,137.35439,-4410.83,Point,56_1122,56,1122,1414,8141639.934,-277830.183,-4410.83,137.3543902,-4.68716324,0.14,6.94,152.67,2.66457,6.94,44.82,13761.9,13.56,8.42,final
-4.687185,137.354474,-4410.38,Point,56_1236,56,1236,1417,8141644.926,-277831.463,-4410.38,137.3544744,-4.68718483,-4.36,-6.25,-28.61,-0.49942,7.62,14.59,13776.49,13.57,8.43,final
-4.687369,137.35445,-4409.6,Point,56_1326,56,1326,1427,8141643.501,-277842.355,-4409.6,137.3544504,-4.68736858,3.08,8.06,-174.99,-3.05414,8.63,11.06,13787.55,13.58,8.44,final
-4.687932,137.354027,-4407.72,Point,56_1632,56,1632,1428,8141618.407,-277875.774,-4407.72,137.3540271,-4.68793238,3.75,4.55,-128.25,-2.2384,5.89,45.56,13833.11,13.63,8.47,final
-4.688671,137.353581,-4405.41,Point,56_2034,56,2034,1431,8141591.967,-277919.577,-4405.41,137.353581,-4.68867137,-0.56,7.75,-167.44,-2.92242,7.77,53.01,13886.13,13.63,8.47,final
-4.689277,137.353432,-4403.79,Point,56_2428,56,2428,1432,8141583.137,-277955.478,-4403.79,137.353432,-4.68927704,-2.47,2.64,170.7,2.9792,3.61,51.53,13937.65,13.73,8.53,final
-4.690159,137.353373,-4401.33,Point,57_0,57,0,1433,8141579.61,-278007.763,-4401.33,137.3533725,-4.69015912,1.38,7.05,179.5,3.13278,7.18,54.67,13992.33,13.79,8.57,final
-4.691072,137.352835,-4398.71,Point,57_462,57,462,1435,8141547.748,-278061.86,-4398.71,137.352835,-4.69107177,3.44,9.65,-150.95,-2.63462,10.23,63.45,14056.94,13.85,8.61,final
-4.691746,137.352761,-4397.06,Point,57_774,57,774,1438,8141543.357,-278101.812,-4397.06,137.3527609,-4.69174578,2.01,2.01,149.34,2.6064,4.75,41.5,14098.44,13.89,8.63,final
-4.692201,137.353103,-4393.77,Point,57_1020,57,1020,1439,8141563.614,-278128.783,-4393.77,137.3531027,-4.6922008,-0.73,7.13,150.01,2.61809,7.17,33.97,14132.42,13.93,8.65,final
-4.693054,137.353,-4388.82,Point,57_1392,57,1392,1446,8141557.519,-278179.377,-4388.82,137.3529998,-4.69305435,7.64,6.16,-163.81,-2.85907,9.81,53.14,14185.56,13.98,8.69,final
-4.694173,137.353129,-4383.79,Point,57_1942,57,1942,1448,8141565.143,-278245.7,-4383.79,137.3531285,-4.69417326,2.53,9.3,154.33,2.69356,9.64,26.92,14212.48,14.06,8.74,final
-4.694773,137.353419,-4378.84,Point,57_2296,57,2296,1452,8141582.374,-278281.258,-4378.84,137.3534192,-4.69477314,3.83,-0.91,154.96,2.70456,3.94,44.53,14308.06,14.1,8.76,final
-4.695388,137.353138,-4380.08,Point,57_2582,57,2582,1454,8141565.719,-278317.721,-4380.08,137.3531382,-4.6953883,7.84,0.7,-144.28,-2.51821,7.87,40.52,14348.58,14.14,8.79,final
-4.695202,137.353006,-4379.46,Point,57_2798,57,2798,1455,8141557.908,-278306.692,-4379.46,137.3530064,-4.69520223,-4.6,5.44,-72.08,-1.25806,7.12,27.54,14376.12,14.17,8.8,final
-4.696268,137.353717,-4375.83,Point,58_0,58,0,1468,8141600.055,-278369.892,-4375.83,137.3537174,-4.69626845,2.17,8.65,100.7,1.75762,8.91,87.81,14463.92,14.26,8.86,final
-4.696646,137.354129,-4374.38,Point,58_264,58,264,1469,8141624.433,-278392.271,-4374.38,137.3541287,-4.696646,-2.17,9.1,139.22,2.42982,9.36,34.82,14498.74,14.29,8.88,final
-4.697072,137.354563,-4372.68,Point,58_642,58,642,1471,8141650.196,-278417.532,-4372.68,137.3545634,-4.69707217,-1.97,6.58,142.5,2.48718,6.86,41.75,14540.49,14.34,8.91,final
-4.697312,137.354695,-4371.23,Point,58_774,58,774,1473,8141658.001,-278431.764,-4371.23,137.354695,-4.69731227,2.19,9.74,141.96,2.47767,9.98,16.36,14556.85,14.35,8.92,final
-4.697568,137.354597,-4370.07,Point,58_912,58,912,1475,8141652.179,-278446.896,-4370.07,137.3545968,-4.69756756,3.35,8.12,-167.71,-2.92702,8.78,16.17,14573.02,14.37,8.93,final
-4.697779,137.354607,-4368.81,Point,58_1002,58,1002,1478,8141652.757,-278459.427,-4368.81,137.3546066,-4.69777896,1.38,4.71,179.56,3.13385,4.91,12.68,14585.7,14.38,8.94,final
-4.698369,137.35463,-4367.02,Point,58_1248,58,1248,1480,8141654.129,-278494.415,-4367.02,137.3546297,-4.69836923,2.26,7.91,178.8,3.12061,8.22,34.86,14620.55,14.42,8.96,final
-4.698971,137.354891,-4364.32,Point,58_1572,58,1572,1482,8141669.636,-278530.076,-4364.32,137.3548913,-4.69897085,1.99,10.67,150.06,2.61907,10.86,39.27,14659.82,14.45,8.98,final
-4.699516,137.355171,-4361.29,Point,58_1836,58,1836,1485,8141686.238,-278562.388,-4361.29,137.3551714,-4.69951598,3.43,3.99,160.98,2.80966,5.26,35.9,14695.72,14.49,9,final
-4.699647,137.354906,-4360.54,Point,58_1986,58,1986,1487,8141670.528,-278570.149,-4360.54,137.3549064,-4.69964691,8.3,2.15,-116.96,-2.0413,8.57,17.4,14713.12,14.51,9.01,final
-4.699603,137.354949,-4360.75,Point,58_2046,58,2046,1489,8141673.033,-278567.557,-4360.75,137.3549486,-4.69960318,-6.88,-6.88,-82.52,-1.44031,9.32,7.07,14720.19,14.52,9.02,final
-4.699775,137.354873,-4359.84,Point,58_2136,58,2136,1499,8141668.545,-278577.733,-4359.84,137.3548729,-4.69977486,5.18,1.43,-147.55,-2.57519,5.38,11.41,14731.61,14.53,9.03,final
-4.700149,137.35509,-4358.73,Point,58_2394,58,2394,1500,8141681.388,-278599.917,-4358.73,137.3550896,-4.70014911,-7.39,0.66,98.6,1.72083,7.42,31.3,14762.9,14.56,9.05,final
-4.70083,137.355413,-4354.93,Point,58_2760,58,2760,1501,8141700.579,-278640.293,-4354.93,137.3554133,-4.70083028,2.39,12.61,150.5,2.62673,12.83,46.03,14808.94,14.6,9.07,final
-4.700985,137.355798,-4353.81,Point,58_2946,58,2946,1502,8141723.365,-278649.465,-4353.81,137.3557977,-4.70098502,-0.66,4.41,133.99,2.3385,4.46,25.46,14834.39,14.63,9.09,final
-4.701562,137.356046,-4351.81,Point,59_0,59,0,1503,8141738.09,-278683.651,-4351.81,137.3560462,-4.70156176,4.3,10.45,156.37,2.72909,11.29,37.14,14871.53,14.67,9.11,final
-4.702422,137.356025,-4348.61,Point,59_372,59,372,1506,8141736.814,-278734.636,-4348.61,137.3560246,-4.7024219,0.11,9.57,-175.06,-3.05542,9.57,50.82,14922.35,14.72,9.15,final
-4.702815,137.355825,-4349.51,Point,59_612,59,612,1507,8141724.96,-278757.955,-4349.51,137.3558247,-4.70281531,5.27,-2.7,-139.77,-2.43948,5.92,29.43,14951.77,14.75,9.16,final
-4.703451,137.355497,-4350.97,Point,59_936,59,936,1508,8141705.506,-278795.637,-4350.97,137.3554965,-4.70345103,3.84,-1.08,-147.18,-2.56873,3.99,44.32,14996.1,14.79,9.19,final
-4.704095,137.355551,-4349.78,Point,59_1260,59,1260,1509,8141708.724,-278833.833,-4349.78,137.3555507,-4.70409542,2.97,3.22,-178.39,-3.11346,4.38,40.11,15036.21,14.83,9.22,final
-4.704769,137.355754,-4346.46,Point,59_1596,59,1596,1512,8141720.795,-278873.771,-4346.46,137.3557544,-4.7047692,0.78,7.9,161.2,2.81347,7.94,43.99,15080.2,14.88,9.24,final
-4.705312,137.356177,-4343.37,Point,59_1998,59,1998,1514,8141745.836,-278905.944,-4343.37,137.3561768,-4.70531197,4.51,3.51,159.94,2.79154,5.71,43.48,15123.67,14.92,9.27,final
-4.705692,137.356162,-4341.62,Point,59_2242,59,2242,1516,8141744.926,-278928.452,-4341.62,137.3561615,-4.7056917,-3.07,7.22,137.77,2.40454,7.84,24.34,15148.02,14.95,9.29,final
-4.706139,137.356473,-4337.92,Point,59_2578,59,2578,1519,8141763.359,-278954.986,-4337.92,137.3564725,-4.70613934,-8.79,11.19,79.13,1.38114,14.2,36.8,15184.81,14.98,9.31,final
-4.706176,137.356653,-4336.36,Point,59_2668,59,2668,1521,8141774.043,-278957.168,-4336.36,137.3566527,-4.70617615,0.67,6.63,109.97,1.91928,6.66,11.36,15196.17,14.99,9.32,final
-4.706323,137.356701,-4335.8,Point,59_2830,59,2830,1526,8141776.914,-278965.848,-4335.8,137.3567012,-4.70632259,-6.31,6.83,95.66,1.66962,9.29,15.95,15212.12,15.01,9.33,final
-4.706201,137.356727,-4335.75,Point,59_3004,59,3004,1553,8141778.438,-278958.63,-4335.75,137.3567269,-4.70620082,0.21,1.51,-121.37,-2.11825,1.53,17.7,15229.82,15.03,9.34,final
-4.7062,137.356728,-4335.75,Point,59_3016,59,3016,1555,8141778.481,-278958.58,-4335.75,137.3567276,-4.70619997,0.6,0.85,-116.93,-2.04076,1.04,0.03,15229.84,15.03,9.34,final
-4.706375,137.35695,-4335.04,Point,60_0,60,0,1571,8141791.639,-278968.966,-4335.04,137.3569496,-4.70637519,-3.64,5.24,130.19,2.27227,6.38,16.86,15246.7,15.05,9.35,final
-4.70667,137.357275,-4333.45,Point,60_180,60,180,1574,8141810.948,-278986.451,-4333.45,137.3572753,-4.70667018,-0.61,6.78,136.33,2.37944,6.8,25.95,15272.66,15.07,9.36,final
-4.707039,137.357608,-4331.33,Point,60_396,60,396,1576,8141830.682,-279008.299,-4331.33,137.3576083,-4.70703876,-1.93,5.16,130.29,2.27405,5.51,29.64,15302.3,15.1,9.38,final
-4.707671,137.358014,-4327.39,Point,60_684,60,684,1577,8141854.725,-279045.79,-4327.39,137.3580139,-4.70767126,0.04,7.66,139.63,2.43708,7.66,46.14,15348.44,15.15,9.41,final
-4.707794,137.358418,-4325.12,Point,60_888,60,888,1578,8141878.665,-279053.093,-4325.12,137.3584178,-4.70779447,-1.41,6.09,124.92,2.18028,6.25,25.38,15373.81,15.17,9.43,final
-4.708481,137.358663,-4321.49,Point,60_1266,60,1266,1582,8141893.211,-279093.806,-4321.49,137.3586632,-4.70848132,1.95,6.63,154.59,2.69806,6.91,44.35,15418.16,15.22,9.45,final
-4.708713,137.358525,-4321.16,Point,60_1422,60,1422,1583,8141885.026,-279107.528,-4321.16,137.3585251,-4.70871282,3.51,4.91,-159.41,-2.78231,6.03,16.3,15434.46,15.23,9.46,final
-4.709222,137.358631,-4318.56,Point,60_1650,60,1650,1584,8141891.325,-279137.698,-4318.56,137.3586313,-4.7092218,-3.3,5.84,164.94,2.87875,6.7,31.49,15465.95,15.26,9.48,final
-4.709448,137.358621,-4317.52,Point,60_1752,60,1752,1585,8141890.716,-279151.091,-4317.52,137.3586211,-4.70944775,2.3,6.45,-170.62,-2.97791,6.84,13.6,15479.55,15.28,9.49,final
-4.709901,137.358709,-4314.37,Point,60_2010,60,2010,1587,8141895.913,-279177.945,-4314.37,137.3587087,-4.7099008,0.48,7.58,178.12,3.10871,7.59,28.16,15507.71,15.3,9.51,final
-4.710381,137.358625,-4311.45,Point,60_2256,60,2256,1589,8141890.917,-279206.402,-4311.45,137.3586245,-4.71038088,0.92,8.19,172.65,3.01332,8.24,30.99,15538.7,15.34,9.53,final
-4.710432,137.358567,-4311.29,Point,60_2346,60,2346,1591,8141887.484,-279209.435,-4311.29,137.3585665,-4.71043205,1.77,9.82,178.86,3.12165,9.97,8.27,15546.97,15.34,9.53,final
-4.710716,137.358237,-4310.43,Point,60_2574,60,2574,1594,8141867.977,-279226.276,-4310.43,137.3582374,-4.71071617,2.74,3.42,-111.27,-1.94205,4.38,26.18,15573.15,15.37,9.55,final
-4.710789,137.357896,-4311.17,Point,60_2730,60,2730,1596,8141847.714,-279230.595,-4311.17,137.3578956,-4.71078903,5.98,-1.59,-109.78,-1.91598,6.18,20.6,15593.75,15.39,9.56,final
-4.711008,137.357472,-4312.49,Point,60_2928,60,2928,1598,8141822.629,-279243.59,-4312.49,137.3574724,-4.71100827,5.24,2.87,-122.44,-2.13701,5.97,28.6,15622.35,15.42,9.58,final
-4.711185,137.357186,-4314.21,Point,60_3162,60,3162,1601,8141805.674,-279254.079,-4314.21,137.3571864,-4.71118522,6.97,1.57,-175.18,-3.05754,7.14,26.56,15648.91,15.45,9.6,final
-4.710725,137.357893,-4311.51,Point,61_0,61,0,1604,8141847.539,-279226.777,-4311.51,137.3578926,-4.71072462,-4.97,-4.09,23.66,0.41301,6.43,55.37,15704.28,15.5,9.63,final
-4.710364,137.357821,-4313.46,Point,61_156,61,156,1605,8141843.285,-279205.396,-4313.46,137.3578209,-4.71036391,1.06,-3.65,-8.48,-0.14808,3.81,21.69,15725.96,15.52,9.64,final
-4.71033,137.357716,-4313.44,Point,61_252,61,252,1608,8141837.055,-279203.386,-4313.44,137.3577158,-4.71033,7.27,8.75,-103,-1.79773,11.36,9.34,15735.31,15.53,9.65,final
-4.710667,137.357869,-4312.11,Point,61_456,61,456,1610,8141846.12,-279223.35,-4312.11,137.3578687,-4.71066681,1.24,6.81,173.23,3.02351,6.92,26.41,15761.71,15.56,9.67,final
-4.710951,137.358143,-4309.91,Point,61_648,61,648,1611,8141862.392,-279240.175,-4309.91,137.3581432,-4.71095065,-1.43,5.84,134.63,2.34972,6.01,23.48,15785.19,15.58,9.68,final
-4.711296,137.358524,-4306.86,Point,61_924,61,924,1612,8141884.976,-279260.658,-4306.86,137.3585242,-4.71129621,1.58,5.42,111.6,1.9478,5.65,31.95,15817.14,15.61,9.7,final
-4.711295,137.35852,-4306.88,Point,61_934,61,934,1616,8141884.745,-279260.58,-4306.88,137.3585203,-4.7112949,1.95,6.08,114.36,1.99593,6.38,0.22,15817.35,15.61,9.7,final
-4.711431,137.358536,-4306.63,Point,61_1140,61,1140,1617,8141885.685,-279268.631,-4306.63,137.3585362,-4.71143072,-2.75,-6.23,-91.99,-1.60548,6.81,19.98,15837.33,15.63,9.71,final
-4.711659,137.358878,-4305.76,Point,61_1332,61,1332,1628,8141905.938,-279282.191,-4305.76,137.3588779,-4.71165949,0.79,2.54,122.85,2.14414,2.66,25.19,15862.52,15.66,9.73,final
-4.712144,137.359345,-4304.56,Point,61_1650,61,1650,1630,8141933.639,-279310.922,-4304.56,137.3593452,-4.7121442,-2.24,1.71,138.25,2.41285,-2.24,40.79,15903.31,15.7,9.75,final
-4.712572,137.359197,-4304.13,Point,61_1908,61,1908,1632,8141924.87,-279336.268,-4304.13,137.3591973,-4.7125718,2.71,5.33,-152.32,-2.65851,5.98,29.21,15932.52,15.73,9.77,final
-4.712916,137.358904,-4304.09,Point,61_2148,61,2148,1635,8141907.481,-279356.698,-4304.09,137.3589039,-4.71291647,7.17,5.82,179.47,3.13226,9.22,28.58,15961.11,15.76,9.79,final
-4.712933,137.358831,-4304.37,Point,61_2232,61,2232,1636,8141903.186,-279357.678,-4304.37,137.3588314,-4.712933,1.24,-2.75,-91.33,-1.59404,3.01,6.54,15967.65,15.76,9.79,final
-4.713247,137.35922,-4302.33,Point,61_2472,61,2472,1639,8141926.226,-279376.295,-4302.33,137.3592201,-4.71324708,3.7,4.13,149.22,2.60446,5.54,31.19,15998.83,15.79,9.81,final
-4.713716,137.359246,-4301,Point,61_2740,61,2740,1642,8141927.781,-279404.104,-4301,137.3592464,-4.71371623,-5.84,1.2,91.95,1.60487,5.97,27.04,16027.05,15.82,9.83,final
-4.713544,137.359843,-4300.34,Point,61_3076,61,3076,1643,8141963.129,-279393.891,-4300.34,137.3598427,-4.71354393,-4.99,1.31,69.65,1.21557,5.16,40.89,16067.94,15.86,9.86,final
-4.713385,137.360153,-4300,Point,61_3226,61,3226,1645,8141981.539,-279384.461,-4300,137.3601533,-4.71338485,-5.85,2.19,70.55,1.23131,6.24,20.68,16088.62,15.88,9.87,final
-4.713294,137.360651,-4299.96,Point,62_0,62,0,1646,8142011.008,-279379.094,-4299.96,137.3606505,-4.7132943,-3.28,2.57,91.99,1.60551,4.16,30.75,16119.37,15.91,9.89,final
-4.713292,137.360774,-4299.95,Point,62_108,62,108,1648,8142018.338,-279378.933,-4299.95,137.3607741,-4.71329158,-4.25,-4.06,79.04,1.37949,5.88,9.51,16128.88,15.92,9.89,final
-4.713454,137.360358,-4299.75,Point,62_444,62,444,1659,8141993.643,-279388.574,-4299.75,137.3603575,-4.71345423,2.87,2.57,-134.99,-2.35599,3.85,34.7,16163.57,15.96,9.92,final
-4.713832,137.360206,-4298.67,Point,62_660,62,660,1662,8141984.635,-279410.987,-4298.67,137.3602055,-4.71383235,0.78,9.64,-165.98,-2.89692,9.67,24.6,16188.17,15.98,9.93,final
-4.713857,137.360213,-4298.57,Point,62_690,62,690,1664,8141985.084,-279412.431,-4298.57,137.3602131,-4.71385672,-0.22,0.58,165.94,2.89621,0.62,1.8,16189.97,15.98,9.93,final
-4.714011,137.360207,-4298.05,Point,62_786,62,786,1666,8141984.743,-279421.59,-4298.05,137.3602074,-4.71401123,5.14,2.38,177.83,3.10379,5.66,12.94,16202.91,16,9.94,final
-4.714411,137.360472,-4296.42,Point,62_1080,62,1080,1669,8142000.437,-279445.275,-4296.42,137.3604721,-4.71441081,-8.58,8.33,132,2.30375,11.93,34.19,16237.11,16.03,9.96,final
-4.714476,137.360498,-4295.92,Point,62_1140,62,1140,1671,8142001.947,-279449.138,-4295.92,137.3604976,-4.71447599,-3.21,9.95,172.57,3.01184,10.45,4.42,16241.53,16.04,9.96,final
-4.714859,137.360483,-4295.08,Point,62_1314,62,1314,1672,8142001.07,-279471.841,-4295.08,137.3604828,-4.714859,0.73,1.93,-164.98,-2.87945,2.06,23.36,16264.89,16.06,9.98,final
-4.715,137.360439,-4294.63,Point,62_1386,62,1386,1673,8141998.454,-279480.217,-4294.63,137.3604387,-4.71500031,-0.74,0.47,-161.37,-2.81644,0.88,8.65,16273.54,16.07,9.98,final
-4.715278,137.360509,-4293.77,Point,62_1530,62,1530,1676,8142002.605,-279496.695,-4293.77,137.3605087,-4.7152783,1.5,7.74,154,2.68788,7.88,17.26,16290.81,16.08,9.99,final
-4.715793,137.360731,-4291.64,Point,62_1776,62,1776,1677,8142015.764,-279527.181,-4291.64,137.3607307,-4.71579262,1.5,7.74,154,2.68788,7.88,33.09,16323.9,16.12,10.01,final
-4.716056,137.360995,-4289.65,Point,62_2026,62,2026,1678,8142031.422,-279542.804,-4289.65,137.3609949,-4.71605619,-1.59,4.49,139.19,2.42925,4.76,28.71,16352.6,16.15,10.03,final
-4.716453,137.361298,-4287.69,Point,62_2248,62,2248,1679,8142049.4,-279566.326,-4287.69,137.3612982,-4.71645302,-2.48,6.16,148.55,2.59262,6.64,30.27,16382.87,16.18,10.05,final
-4.716865,137.361536,-4286.24,Point,62_2452,62,2452,1680,8142063.472,-279590.761,-4286.24,137.3615356,-4.71686525,-5.22,7.33,139.29,2.43099,8.99,28.52,16411.39,16.21,10.07,final
-4.717228,137.361731,-4284.58,Point,62_2726,62,2726,1683,8142075.024,-279612.235,-4284.58,137.3617305,-4.71722753,-4.29,3.53,113.44,1.97994,5.56,28.87,16441.47,16.24,10.09,final
-4.717673,137.362007,-4282.48,Point,62_3050,62,3050,1684,8142091.433,-279638.628,-4282.48,137.3620073,-4.7176728,-3.86,5.53,125.86,2.19672,6.74,37.64,16479.12,16.27,10.11,final
-4.717866,137.362248,-4280.85,Point,62_3188,62,3188,1685,8142105.722,-279650.108,-4280.85,137.3622483,-4.71786647,3.81,11.1,139.4,2.43307,11.73,18.5,18.31,16.29,10.12,final
-4.718007,137.362262,-4280.45,Point,62_3350,62,3350,1686,8142106.537,-279658.447,-4280.45,137.3622621,-4.71800715,2.76,8.09,135.8,2.37017,8.54,13.12,16510.54,16.3,10.13,final
-4.718194,137.362252,-4279.75,Point,63_0,63,0,1690,8142105.916,-279669.513,-4279.75,137.3622516,-4.71819384,0.86,13.76,147.91,2.58149,13.79,12.32,16522.87,16.32,10.14,final
-4.718292,137.362215,-4279.4,Point,63_100,63,100,1691,8142103.727,-279675.332,-4279.4,137.3622147,-4.71829201,6.19,3.6,-148.34,-2.58905,7.16,7.76,16530.62,16.33,10.15,final
-4.7183,137.362392,-4279.19,Point,63_346,63,346,1693,8142114.25,-279675.807,-4279.19,137.3623922,-4.71830003,3.53,9.02,144.04,2.51396,9.68,18.41,16549.03,16.35,10.16,final
-4.718407,137.363151,-4275.58,Point,63_766,63,766,1696,8142159.22,-279682.177,-4275.58,137.3631509,-4.71840749,4.73,5.68,128.06,2.23512,7.39,53.35,16602.37,16.4,10.19,final
-4.718872,137.363767,-4272.56,Point,63_1150,63,1150,1698,8142195.722,-279709.716,-4272.56,137.3637667,-4.71887209,-10.13,6.83,92.23,1.60978,12.2,47.86,16650.24,16.45,10.22,final
-4.719019,137.36425,-4270.38,Point,63_1420,63,1420,1700,8142224.383,-279718.449,-4270.38,137.3642502,-4.71901942,-2.17,8.55,141.92,2.47702,8.82,33.25,16683.49,16.48,10.24,final
-4.719058,137.364277,-4269.91,Point,63_1450,63,1450,1703,8142225.98,-279720.754,-4269.91,137.3642772,-4.71905831,-0.87,9.34,144.49,2.5218,9.39,2.88,16686.37,16.48,10.24,final
-4.71916,137.364342,-4268.98,Point,63_1636,63,1636,1705,8142229.805,-279726.794,-4268.98,137.3643417,-4.71916021,-7.21,4.17,107.47,1.87577,8.32,14.92,16701.29,16.5,10.25,final
-4.719392,137.364335,-4267.57,Point,63_1840,63,1840,1707,8142229.385,-279740.551,-4267.57,137.3643346,-4.7193923,2.84,4.34,154.13,2.69013,5.19,16.35,16717.65,16.52,10.26,final
-4.719536,137.364429,-4266.58,Point,63_2008,63,2008,1711,8142235.006,-279749.077,-4266.58,137.3644294,-4.71953614,0.57,5.76,146.75,2.56126,5.79,13.59,16731.24,16.53,10.27,final
-4.719654,137.364449,-4265.51,Point,63_2086,63,2086,1712,8142236.151,-279756.075,-4265.51,137.3644488,-4.7196542,2.19,9.22,-175.16,-3.05713,9.47,7.73,16738.96,16.54,10.28,final
-4.720094,137.364428,-4262.49,Point,63_2372,63,2372,1717,8142234.934,-279782.122,-4262.49,137.3644282,-4.72009363,-3.47,6.22,134.46,2.34681,7.12,28.46,16767.42,16.57,10.29,final
-4.720235,137.364837,-4260.24,Point,63_2582,63,2582,1718,8142259.171,-279790.513,-4260.24,137.3648371,-4.72023519,-7.22,8.86,115.96,2.02395,11.41,26.09,16793.51,16.59,10.31,final
-4.720341,137.364617,-4260.23,Point,63_2672,63,2672,1719,8142246.137,-279796.789,-4260.23,137.3646172,-4.72034107,7.96,3.13,-124.6,-2.17462,8.55,15.63,16809.15,16.61,10.32,final
-4.720706,137.364639,-4257.31,Point,63_2978,63,2978,1720,8142247.419,-279818.404,-4257.31,137.3646389,-4.72070573,1.33,15.54,135.05,2.357,15.6,26.29,16835.44,16.63,10.34,final
-4.720799,137.364765,-4255.55,Point,63_3092,63,3092,1721,8142254.902,-279823.956,-4255.55,137.3647651,-4.72079939,-4.87,5.57,134.92,2.35477,7.39,12.41,16847.86,16.65,10.34,final
-4.720888,137.365202,-4253.95,Point,63_3326,63,3326,1724,8142280.8,-279829.181,-4253.95,137.365202,-4.72088754,-5.67,7.19,115.27,2.01176,9.15,27.08,16874.94,16.67,10.36,final
-4.721069,137.365512,-4251.66,Point,64_0,64,0,1726,8142299.158,-279839.946,-4251.66,137.3655117,-4.72106915,-3.26,9.47,127.28,2.22137,10.01,21.51,16896.45,16.7,10.37,final
-4.721238,137.365942,-4248.72,Point,64_252,64,252,1727,8142324.681,-279849.928,-4248.72,137.3659423,-4.72123755,-4.06,7.29,109.47,1.91053,8.34,27.31,16923.76,16.72,10.39,final
-4.721185,137.366263,-4247.8,Point,64_420,64,420,1728,8142343.696,-279846.83,-4247.8,137.3662631,-4.72118529,-7.32,0.77,62.29,1.08715,7.36,19.85,16943.61,16.74,10.4,final
-4.720891,137.366706,-4247.29,Point,64_678,64,678,1730,8142369.917,-279829.405,-4247.29,137.3667055,-4.72089132,-3.28,6.35,64.33,1.12276,7.15,33.02,16976.63,16.78,10.42,final
-4.720941,137.366921,-4246.16,Point,64_846,64,846,1732,8142382.705,-279832.355,-4246.16,137.3669212,-4.72094109,-4.62,0.88,80.56,1.40598,4.7,14.91,16991.54,16.79,10.43,final
-4.720813,137.367164,-4246.41,Point,64_996,64,996,1734,8142397.109,-279824.746,-4246.41,137.3671642,-4.72081272,-2.61,1.36,94.34,1.64654,2.95,16.58,17008.12,16.81,10.44,final
-4.72079,137.367506,-4245.12,Point,64_1194,64,1194,1737,8142417.365,-279823.385,-4245.12,137.367506,-4.72078976,-5.9,5.56,96.03,1.67607,8.1,20.67,17028.79,16.83,10.46,final
-4.720662,137.368006,-4243.77,Point,64_1470,64,1470,1739,8142446.995,-279815.812,-4243.77,137.3680058,-4.720662,-2.32,13.85,103.83,1.81212,14.03,33,17061.79,16.86,10.48,final
-4.7206,137.368195,-4243.45,Point,64_1626,64,1626,1741,8142458.177,-279812.133,-4243.45,137.3681945,-4.72059993,-3.91,8.38,99.4,1.73489,9.24,15.86,17077.65,16.88,10.49,final
-4.720669,137.368559,-4240.71,Point,64_1890,64,1890,1746,8142479.801,-279816.201,-4240.71,137.3685593,-4.72066856,3.52,10.5,117.27,2.04683,11.07,26.51,17104.16,16.9,10.5,final
